TPPD,ORVT,OFVT,VEVT,NRPD,FEPD,HRPD,CPPD,OCPD,FCOC,FVOC,FPEN,STPD,DSST,DRST,CIST,CPST,TEST,PAST,PYDD,DSPY,BTPD,DSBT,CUBT,SPPD,DSSP,DRSP,CISP,CPSP,TESP,PASP,INSP,RGSP,ZSTP,ICPD,LIPD,PESP,CTSP,DSCT,UNPD,UMPD,PNPD,PBPD,VOPD,VLPD,MOPD,PLPD,STEN
ZOR,AR01,AR01,,2390075,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414377,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414377,CARREFOUR 296 EXPRESS OLAVARRIA II,,OLAVARRIA,7400,,,,1,AR-PBA-OLA,DEL,,2,6245,,4,CS,37,92,40,54,,1422,03,ARS,0,05,C
ZOR,AR01,AR01,,2390076,02/05/2016,00/01/1900,,,02/05/2016,,02/10/2016,1000414359,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414359,CARREFOUR 241 EXPRESS LUJAN,,LUJAN,6700,,,,1,AR-BUE-SMK,DEL,,2,6207,,3,CS,36,38,06,,1816,3,ARS,0,05,C
ZOR,AR01,AR01,,2390078,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414307,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414307,CARREFOUR 3 SAN LORENZO,,CAPITAL FEDERAL,1250,,,,0,AR-BUE-SMK,DEL,,2,6207,,5,CS,26,08,29,86,,3188,85,ARS,0,08,C
ZOR,AR01,AR01,,2390079,02/05/2016,00/01/1900,,,02/05/2016,,02/10/2016,1000414412,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414412,CARREFOUR 491 SUPER BARRACAS,,CAPITAL FEDERAL,1000,,,,0,AR-BUE-SMK,DEL,,2,6207,,1,CS,12,12,76,,465,15,ARS,0,02,C
ZOR,AR01,AR01,,2390080,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414327,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414327,CARREFOUR 182 EXPRESS JURAMENTO,,CAPITAL FEDERAL,1428,,,,0,AR-BUE-SMK,DEL,,2,6207,,6,CS,31,22,37,65,,3784,22,ARS,0,11,C
ZOR,AR01,AR01,,2390081,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414377,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414377,CARREFOUR 296 EXPRESS OLAVARRIA II,,OLAVARRIA,7400,,,,1,AR-PBA-OLA,DEL,,2,6245,,5,CS,25,94,30,71,,3283,66,ARS,0,07,C
ZOR,AR01,AR01,,2390082,02/05/2016,00/01/1900,,,02/05/2016,,02/10/2016,1000414421,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414421,CARREFOUR 518 SUPER OLIVOS,,OLIVOS,1636,,,,1,AR-BUE-SMK,DEL,,2,6207,,1,CS,12,12,76,,465,15,ARS,0,02,C
ZOR,AR01,AR01,,2390083,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414368,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414368,CARREFOUR 204 EXPRESS OLIVOS,,OLIVOS,1636,,,,1,AR-BUE-SMK,DEL,,2,6207,,5,CS,23,72,27,72,,3207,1,ARS,0,08,C
ZOR,AR01,AR01,,2390084,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414366,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414366,CARREFOUR 202 LA FLORIDA,,SAN ISIDRO,1643,,,,1,AR-BUE-SMK,DEL,,2,6207,,5,CS,23,84,28,83,,3129,17,ARS,0,07,C
ZOR,AR01,AR01,,2390085,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414369,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414369,CARREFOUR 216 EXPRESS VICENTE LOPEZ,,VICENTE LOPEZ,1638,,,,1,AR-BUE-SMK,DEL,,2,6207,,2,CS,9,4,11,2,,1101,42,ARS,0,03,C
ZOR,AR01,AR01,,2390086,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414273,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414273,CARREFOUR 201 CARAPACHAY,,CARAPACHAY,1606,,,,1,AR-BUE-SMK,DEL,,2,6207,,1,CS,4,44,5,34,,723,45,ARS,0,02,C
ZOR,AR01,AR01,,2390088,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414244,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414244,CARREFOUR 176 TUCUMAN I,,SAN MIGUEL DE TUCUMAN,4000,,,,14,AR-NOA-TUC,DEL,,2,6210,,1,CS,5,7,6,93,,869,54,ARS,0,02,C
ZOR,AR01,AR01,,2390089,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414332,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414332,CARREFOUR 195 EXPRESS OLAZABAL,,CAPITAL FEDERAL,1000,,,,0,AR-BUE-SMK,DEL,,2,6207,,1,CS,7,98,9,42,,799,97,ARS,0,03,C
ZOR,AR01,AR01,,2390090,02/05/2016,00/01/1900,,,02/05/2016,,02/10/2016,1000414266,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414266,CARREFOUR 206 BARRIO CARREFOUR,,CAPITAL FEDERAL,1425,,,,0,AR-BUE-SMK,DEL,,2,6207,,1,CS,4,7,5,6,,550,71,ARS,0,01,C
ZOR,AR01,AR01,,2390091,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414271,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414271,CARREFOUR 101 EXPRESS AVELLANEDA,,AVELLANEDA,1870,,,,1,AR-BUE-SMK,DEL,,2,6207,,2,CS,9,9,11,945,,1420,25,ARS,0,02,C
ZOR,AR01,AR01,,2390092,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414245,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414245,CARREFOUR 177 TUCUMAN II,,SAN MIGUEL DE TUCUMAN,4000,,,,14,AR-NOA-TUC,DEL,,2,6210,,2,CS,9,9,12,19,,1449,23,ARS,0,02,C
ZOR,AR01,AR01,,2390093,02/05/2016,00/01/1900,,,02/05/2016,,02/10/2016,1000414326,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414326,CARREFOUR 36 ITUZAINGO,,ITUZAINGO,1714,,,,1,AR-BUE-SMK,DEL,,2,6207,,1,CS,4,7,5,6,,550,71,ARS,0,01,C
ZOR,AR01,AR01,,2390094,02/05/2016,00/01/1900,,,02/05/2016,,02/10/2016,1000414333,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414333,CARREFOUR 47 3 DE FEBRERO,,CASEROS,1678,,,,1,AR-BUE-SMK,DEL,,2,6207,,1,CS,5,18,5,58,,831,52,ARS,0,02,C
ZOR,AR01,AR01,,2390095,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414214,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414214,CARREFOUR 33 ROSARIO,,ROSARIO,2000,,,,12,AR-NEA-RO,DEL,,2,6207,,1,CS,4,7,5,6,,550,71,ARS,0,01,C
ZOR,AR01,AR01,,2390096,02/05/2016,00/01/1900,,,02/05/2016,,02/10/2016,1000414328,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414328,CARREFOUR 183 EXPRESS MASCHWITZ,,TIGRE,1623,,,,1,AR-BUE-SMK,DEL,,2,6207,,3,CS,16,2,18,68,,1806,62,ARS,0,05,C
ZOR,AR01,AR01,,2390097,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414396,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414396,CARREFOUR 58 HIPER BALCARCE,,BALCARCE,7620,,,,1,AR-PBA-BCE,DEL,,2,6245,,1,CS,5,3,6,445,,724,61,ARS,0,01,C
ZOR,AR01,AR01,,2390098,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414309,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414309,CARREFOUR 2 VICENTE LOPEZ,,VICENTE LOPEZ,1638,,,,1,AR-BUE-SMK,DEL,,2,6207,,8,CS,40,14,46,12,,5467,27,ARS,0,14,C
ZOR,AR01,AR01,,2390099,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414391,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414391,CARREFOUR 54 VILLA ALLENDE,,VILLA ALLENDE,5105,,,,3,AR-CTRO-VA,DEL,,2,6211,,2,CS,11,5,13,08,,1255,91,ARS,0,03,C
ZOR,AR01,AR01,,2390100,02/05/2016,00/01/1900,,,02/05/2016,,02/10/2016,1000414399,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414399,CARREFOUR 62 EXPRESS PILAR II,,PILAR,1629,,,,1,AR-BUE-SMK,DEL,,2,6207,,3,CS,14,58,16,78,,1932,94,ARS,0,05,C
ZOR,AR01,AR01,,2390101,02/05/2016,00/01/1900,,,02/05/2016,,02/10/2016,1000414223,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414223,CARREFOUR 282 EXPRESS COLON,,MENDOZA,5500,,,,7,AR-CUYO-MZ,DEL,,2,6201,,1,CS,4,44,5,796,,976,66,ARS,0,02,C
ZOR,AR01,AR01,,2390102,02/05/2016,00/01/1900,,,02/05/2016,,02/10/2016,1000414220,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414220,CARREFOUR 254 EXPRESS LAS LOMAS,,SAN ISIDRO,1642,,,,1,AR-BUE-SMK,DEL,,2,6207,,2,CS,9,14,10,94,,1274,16,ARS,0,03,C
ZOR,AR01,AR01,,2390103,02/05/2016,00/01/1900,,,02/05/2016,,02/10/2016,1000414247,,,,,,,,,,,,1000414247,CARREFOUR 168 JUJUY 2,,SAN SALVADOR DE JUJUY,4600,,,,6,AR-NOA-JU1,DEL,,2,6257,,2,CS,10,14,12,726,,1846,2,ARS,0,04,A
ZOR,AR01,AR01,,2390104,02/05/2016,00/01/1900,,,02/05/2016,,02/10/2016,1000414367,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414367,CARREFOUR 211 ITALIA,,MARTINEZ,1640,,,,1,AR-BUE-SMK,DEL,,2,6207,,1,CS,4,7,5,6,,550,71,ARS,0,01,C
ZOR,AR01,AR01,,2390105,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414365,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414365,CARREFOUR 209 EXPRESS MARTINEZ,,MARTINEZ,1640,,,,1,AR-BUE-SMK,DEL,,2,6207,,1,CS,4,44,5,34,,723,45,ARS,0,02,C
ZOR,AR01,AR01,,2390106,02/05/2016,00/01/1900,,,02/05/2016,,02/10/2016,1000414387,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414387,CARREFOUR 297 EXPRESS GENERAL RODRI,,GENERAL RODRIGUEZ,1748,,,,1,AR-BUE-SMK,DEL,,2,6207,,1,CS,4,7,5,6,,550,71,ARS,0,01,C
ZOR,AR01,AR01,,2390107,02/05/2016,00/01/1900,,,02/05/2016,,02/10/2016,1000414248,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414248,CARREFOUR 226 EDISON,,MARTINEZ,1640,,,,1,AR-BUE-SMK,DEL,,2,6207,,2,CS,9,74,11,785,,1448,06,ARS,0,03,C
ZOR,AR01,AR01,,2390108,02/05/2016,00/01/1900,,,02/05/2016,,02/10/2016,1000414390,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414390,CARREFOUR 292 POLONIA,,COMODORO RIVADAVIA,9002,,,,17,AR-SURE-CO,DEL,,2,6203,,2,CS,9,14,11,185,,1303,14,ARS,0,03,C
ZOR,AR01,AR01,,2390110,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414281,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414281,CARREFOUR 233 EXPRESS CONCORDIA,,CONCORDIA,3200,,,,5,AR-NEA-CO,DEL,,2,6207,,1,CS,4,44,5,34,,723,45,ARS,0,02,C
ZOR,AR01,AR01,,2390111,02/05/2016,00/01/1900,,,02/05/2016,,02/10/2016,1000414298,,,,,,,,,,,,1000414298,CARREFOUR 167 JUJUY I,,SAN SALVADOR DE JUJUY,4600,,,,6,AR-NOA-JU1,DEL,,2,6257,,2,CS,10,4,12,53,,1420,25,ARS,0,03,A
ZOR,AR01,AR01,,2390112,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414339,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414339,CARREFOUR 184 EXPRESS SANTA ROSA,,SANTA ROSA,6300,,,,21,AR-SURN-SR,DEL,,2,6204,,2,CS,10,12,045,,1275,32,ARS,0,02,C
ZOR,AR01,AR01,,2390114,02/05/2016,00/01/1900,,,02/05/2016,,02/10/2016,1000414262,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414262,CARREFOUR 214 EXPRESS DEVOTO,,CAPITAL FEDERAL,1417,,,,0,AR-BUE-SMK,DEL,,2,6207,,1,CS,5,18,5,58,,831,52,ARS,0,02,C
ZOR,AR01,AR01,,2390116,02/05/2016,00/01/1900,,,02/05/2016,,02/10/2016,1000414358,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414358,CARREFOUR 28 PILAR,,PILAR,1629,,,,1,AR-BUE-SMK,DEL,,2,6207,,3,CS,13,84,16,54,,1824,87,ARS,0,05,C
ZOR,AR01,AR01,,2390117,02/05/2016,00/01/1900,,,02/05/2016,,02/10/2016,1000414278,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414278,CARREFOUR 144 EXPRESS LA PLATA II,,LA PLATA,1900,,,,1,AR-BUE-SMK,DEL,,2,6207,,3,CS,14,44,17,385,,1998,77,ARS,0,04,C
ZOR,AR01,AR01,,2390118,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414301,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414301,CARREFOUR 25 SAN FERNANDO,,SAN FERNANDO,1646,,,,1,AR-BUE-SMK,DEL,,2,6207,,3,CS,14,1,16,8,,1652,13,ARS,0,04,C
ZOR,AR01,AR01,,2390120,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414239,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414239,CARREFOUR 110 EXPRESS CORRIENTES,,CORRIENTES,3400,,,,4,AR-NEA-COR,DEL,,2,6207,,1,CS,4,7,5,6,,550,71,ARS,0,01,C
ZOR,AR01,AR01,,2390121,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414288,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414288,CARREFOUR 268 EXPRESS ROSARIO - CEN,,ROSARIO,2000,,,,12,AR-NEA-RO,DEL,,2,6207,,1,CS,4,44,5,34,,723,45,ARS,0,02,C
ZOR,AR01,AR01,,2390122,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414349,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414349,CARREFOUR 18 ROSARIO,,ROSARIO,2000,,,,12,AR-NEA-RO,DEL,,2,6207,,1,CS,7,98,9,42,,799,97,ARS,0,03,C
ZOR,AR01,AR01,,2390124,02/05/2016,00/01/1900,,,02/05/2016,,02/10/2016,1000414304,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414304,CARREFOUR 21 MORENO,,MORENO,1744,,,,1,AR-BUE-SMK,DEL,,2,6207,,2,CS,9,4,11,2,,1101,42,ARS,0,03,C
ZOR,AR01,AR01,,2390125,02/05/2016,00/01/1900,,,02/05/2016,,02/10/2016,1000414323,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414323,CARREFOUR 128 EXPRESS COMODORO RIVA,,COMODORO RIVADAVIA,9000,,,,17,AR-SURE-CO,DEL,,2,6203,,1,CS,4,44,5,34,,723,45,ARS,0,02,C
ZOR,AR01,AR01,,2390126,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414283,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414283,CARREFOUR 243 EXPRESS PARANA - SAN,,PARANA,3100,,,,5,AR-NEA-PA,DEL,,2,6207,,2,CS,18,64,19,9,,994,75,ARS,0,03,C
ZOR,AR01,AR01,,2390127,02/05/2016,00/01/1900,,,02/05/2016,,02/10/2016,1000414328,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414328,CARREFOUR 183 EXPRESS MASCHWITZ,,TIGRE,1623,,,,1,AR-BUE-SMK,DEL,,2,6207,,4,CS,39,28,41,83,,2160,73,ARS,0,05,C
ZOR,AR01,AR01,,2390128,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414292,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414292,CARREFOUR 125 EXPRESS PARANA - URUG,,PARANA,3100,,,,17,AR-NEA-PA,DEL,,2,6207,,1,CS,12,12,76,,465,15,ARS,0,02,C
ZOR,AR01,AR01,,2390129,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414239,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414239,CARREFOUR 110 EXPRESS CORRIENTES,,CORRIENTES,3400,,,,4,AR-NEA-COR,DEL,,2,6207,,1,CS,5,4,5,87,,735,1,ARS,0,01,C
ZOR,AR01,AR01,,2390131,02/05/2016,00/01/1900,,,02/05/2016,,02/10/2016,1000414298,,,,,,,,,,,,1000414298,CARREFOUR 167 JUJUY I,,SAN SALVADOR DE JUJUY,4600,,,,6,AR-NOA-JU1,DEL,,2,6257,,6,CS,71,64,75,8,,2727,99,ARS,0,11,A
ZOR,AR01,AR01,,2390132,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414217,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414217,CARREFOUR 141 FORMOSA,,FORMOSA,3600,,,,18,AR-NEA-FOR,DEL,,2,6207,,1,CS,12,12,76,,465,15,ARS,0,02,C
ZOR,AR01,AR01,,2390133,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414227,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414227,CARREFOUR 147 EXPRESS SANTA ROSA,,SANTA ROSA,6300,,,,21,AR-SURN-SR,DEL,,2,6204,,3,CS,24,12,25,8,,2049,62,ARS,0,04,C
ZOR,AR01,AR01,,2390134,02/05/2016,00/01/1900,,,02/05/2016,,02/10/2016,1000414361,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414361,CARREFOUR 210 EXPRESS ZARATE,,ZARATE,2800,,,,1,AR-BUE-SMK,DEL,,2,6207,,3,CS,36,38,09,,1351,15,ARS,0,06,C
ZOR,AR01,AR01,,2390135,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414267,,,,,,,,,,,,1000414267,CARREFOUR 150 EXPRESS VIDT,,CAPITAL FEDERAL,1525,,,,0,AR-BUE-SMK,DEL,,2,6207,,1,CS,15,15,79,,509,45,ARS,0,02,C
ZOR,AR01,AR01,,2390136,02/05/2016,00/01/1900,,,02/05/2016,,02/10/2016,1000414323,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414323,CARREFOUR 128 EXPRESS COMODORO RIVA,,COMODORO RIVADAVIA,9000,,,,17,AR-SURE-CO,DEL,,2,6203,,4,CS,37,92,40,54,,1422,03,ARS,0,05,C
ZOR,AR01,AR01,,2390137,02/05/2016,00/01/1900,,,02/05/2016,,02/10/2016,1000414247,,,,,,,,,,,,1000414247,CARREFOUR 168 JUJUY 2,,SAN SALVADOR DE JUJUY,4600,,,,6,AR-NOA-JU1,DEL,,2,6257,,2,CS,20,64,22,03,,911,69,ARS,0,04,A
ZOR,AR01,AR01,,2390138,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414389,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414389,CARREFOUR MINI 55 FORMOSA,,FORMOSA,3600,,,,18,AR-NEA-FOR,DEL,,2,6207,,3,CS,27,36,29,2,,1761,06,ARS,0,05,C
ZOR,AR01,AR01,,2390139,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414295,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414295,CARREFOUR 46 TUCUMAN III,,SAN MIGUEL DE TUCUMAN,4000,,,,14,AR-NOA-TUC,DEL,,2,6210,,4,CS,47,64,50,35,,1670,11,ARS,0,06,C
ZOR,AR01,AR01,,2390140,02/05/2016,00/01/1900,,,02/05/2016,,02/10/2016,1000414325,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414325,CARREFOUR 30 MATADEROS,,CAPITAL FEDERAL,1440,,,,0,AR-BUE-SMK,DEL,,2,6207,,1,CS,8,64,9,26,,318,96,ARS,0,01,C
ZOR,AR01,AR01,,2390141,02/05/2016,00/01/1900,,,02/05/2016,,02/10/2016,1000414316,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414316,CARREFOUR 11 MALVINAS ARGENTINAS,,MALVINAS ARGENTINAS,1846,,,,1,AR-BUE-SMK,DEL,,2,6207,,12,CS,112,119,3,,5340,91,ARS,0,16,C
ZOR,AR01,AR01,,2390142,02/05/2016,00/01/1900,,,02/05/2016,,02/10/2016,1000414358,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414358,CARREFOUR 28 PILAR,,PILAR,1629,,,,1,AR-BUE-SMK,DEL,,2,6207,,2,CS,22,23,31,,1522,81,ARS,0,03,C
ZOR,AR01,AR01,,2390144,02/05/2016,00/01/1900,,,02/05/2016,,02/10/2016,1000414302,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414302,CARREFOUR 12 SAN JUSYO,,SAN JUSTO,1754,,,,1,AR-BUE-SMK,DEL,,2,6207,,2,CS,24,25,3,,841,7,ARS,0,03,C
ZOR,AR01,AR01,,2390145,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414396,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414396,CARREFOUR 58 HIPER BALCARCE,,BALCARCE,7620,,,,1,AR-PBA-BCE,DEL,,2,6245,,5,CS,53,04,56,37,,3020,09,ARS,0,09,B
ZOR,AR01,AR01,,2390147,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414349,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414349,CARREFOUR 18 ROSARIO,,ROSARIO,2000,,,,12,AR-NEA-RO,DEL,,2,6207,,10,CS,116,04,122,85,,4921,71,ARS,0,16,C
ZOR,AR01,AR01,,2390148,02/05/2016,00/01/1900,,,02/05/2016,,02/10/2016,1000414423,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414423,CARREFOUR MINIHIPER 56 GLEW,,GLEW,1856,,,,1,AR-BUE-SMK,DEL,,2,6207,,1,CS,12,12,79,,484,02,ARS,0,01,C
ZOR,AR01,AR01,,2390149,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414214,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414214,CARREFOUR 33 ROSARIO,,ROSARIO,2000,,,,12,AR-NEA-RO,DEL,,2,6207,,4,CS,47,64,50,5,,1886,29,ARS,0,08,C
ZOR,AR01,AR01,,2390150,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414308,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414308,CARREFOUR 26 WARNES,,CAPITAL FEDERAL,1427,,,,0,AR-BUE-SMK,DEL,,2,6207,,4,CS,42,64,45,23,,1880,75,ARS,0,07,C
ZOR,AR01,AR01,,2390151,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414310,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414310,CARREFOUR 6 SALGUERO,,CAPITAL FEDERAL,1425,,,,0,AR-BUE-SMK,DEL,,2,6207,,3,CS,32,64,34,71,,1376,84,ARS,0,06,C
ZOR,AR01,AR01,,2390152,02/05/2016,00/01/1900,,,02/05/2016,,02/10/2016,1000414314,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414314,CARREFOUR 23 ADROGUE,,ADROGUE,1846,,,,1,AR-BUE-SMK,DEL,,2,6207,,1,CS,12,12,65,,1439,75,ARS,0,02,C
ZOR,AR01,AR01,,2390153,02/05/2016,00/01/1900,,,02/05/2016,,02/10/2016,1000414333,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414333,CARREFOUR 47 3 DE FEBRERO,,CASEROS,1678,,,,1,AR-BUE-SMK,DEL,,2,6207,,1,CS,12,12,79,,484,02,ARS,0,01,C
ZOR,AR01,AR01,,2390154,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414294,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414294,CARREFOUR 41 VILLAGE ROSARIO,,ROSARIO,2000,,,,12,AR-NEA-RO,DEL,,2,6207,,3,CS,37,39,18,,1522,81,ARS,0,05,C
ZOR,AR01,AR01,,2390156,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414334,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414334,CARREFOUR 9 CORDOBA - COLON,,CORDOBA,5003,,,,3,AR-CTRO-CO,DEL,,2,6211,,3,CS,27,72,29,42,,1818,43,ARS,0,04,C
ZOR,AR01,AR01,,2390157,02/05/2016,00/01/1900,,,02/05/2016,,02/10/2016,1000414385,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414385,CARREFOUR 43 HAEDO,,MORON,1706,,,,1,AR-BUE-SMK,DEL,,2,6207,,1,CS,12,12,68,,465,15,ARS,0,02,C
ZOR,AR01,AR01,,2390159,02/05/2016,00/01/1900,,,02/05/2016,,02/10/2016,1000414304,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414304,CARREFOUR 21 MORENO,,MORENO,1744,,,,1,AR-BUE-SMK,DEL,,2,6207,,4,CS,31,32,34,15,,2281,17,ARS,0,04,C
ZOR,AR01,AR01,,2390160,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414305,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414305,CARREFOUR 8 LA PLATA,,LA PLATA,1900,,,,1,AR-BUE-SMK,DEL,,2,6207,,5,CS,52,55,16,,2822,45,ARS,0,07,C
ZOR,AR01,AR01,,2390161,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414309,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414309,CARREFOUR 2 VICENTE LOPEZ,,VICENTE LOPEZ,1638,,,,1,AR-BUE-SMK,DEL,,2,6207,,26,CS,231,28,247,81,,12325,29,ARS,0,31,C
ZOR,AR01,AR01,,2390163,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414301,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414301,CARREFOUR 25 SAN FERNANDO,,SAN FERNANDO,1646,,,,1,AR-BUE-SMK,DEL,,2,6207,,6,CS,65,4,69,21,,4500,6,ARS,0,09,C
ZOR,AR01,AR01,,2390164,02/05/2016,00/01/1900,,,02/05/2016,,02/10/2016,1000414400,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414400,CARREFOUR MINI 52 BANFIELD,,BANFIELD,1828,,,,1,AR-BUE-SMK,DEL,,2,6207,,2,CS,17,28,18,53,,765,5,ARS,0,03,C
